-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2012 through 01/01/2022 
Location: Latitude  39.092   Longitude -94.6496 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 269.7 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M       MERRA-2 Temperature at 2 Meters (C) 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M     MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,T2M,WS10M,WD10M
2013,12,16,0.85,2.93,256.38
2013,12,17,0.64,3.84,265.19
2013,12,18,4.03,6.85,196.12
2013,12,19,8.37,5.2,199.12
2013,12,20,-1.93,5.12,319.12
2013,12,21,-3.24,4.27,83.56
2013,12,22,-5.79,5.63,310.5
2013,12,23,-12.16,3.98,325.81
2013,12,24,-8.68,3.88,181.06
2013,12,25,-2.53,3.84,283.5
2013,12,26,-1.14,5.05,228.62
2013,12,27,0.89,4.13,226.88
2013,12,28,2.36,5.7,209.38
2013,12,29,-7.12,7.34,341.06
2013,12,30,-8.41,3.67,190.75
2013,12,31,-2.08,4.41,220.0
2014,1,1,-4.87,5.61,129.38
2014,1,2,-13.1,4.62,265.69
2014,1,3,-6.1,7.8,176.5
2014,1,4,-1.91,6.62,131.88
2014,1,5,-11.99,9.63,202.5
2014,1,6,-19.15,6.23,291.38
2014,1,7,-9.35,4.69,196.62
2014,1,8,-6.52,4.27,66.69
2014,1,9,-5.46,3.03,125.62
2014,1,10,0.76,5.02,207.88
2014,1,11,0.47,5.03,272.44
2014,1,12,4.16,7.02,224.44
2014,1,13,1.65,5.25,278.94
2014,1,14,0.66,7.45,304.44
2014,1,15,-3.45,4.85,267.75
2014,1,16,1.3,9.32,296.38
2014,1,17,-5.48,7.2,297.5
2014,1,18,-0.35,8.57,277.5
2014,1,19,1.83,6.23,245.06
2014,1,20,1.79,5.98,261.69
2014,1,21,-9.07,5.41,275.0
2014,1,22,-5.2,6.95,310.5
2014,1,23,-14.17,5.51,325.88
2014,1,24,-5.89,9.41,226.25
2014,1,25,1.9,6.04,292.19
2014,1,26,2.49,8.06,284.5
2014,1,27,-11.19,6.47,302.38
2014,1,28,-10.92,2.16,209.12
2014,1,29,-4.88,6.56,209.0
2014,1,30,-0.36,8.3,199.94
2014,1,31,-4.51,6.16,57.38
2014,2,1,-4.96,4.84,255.38
2014,2,2,-9.99,3.82,98.88
2014,2,3,-7.95,2.87,125.12
2014,2,4,-5.98,7.12,59.75
2014,2,5,-12.78,7.4,328.69
2014,2,6,-15.46,3.3,312.94
2014,2,7,-11.63,2.39,191.56
2014,2,8,-6.31,2.91,220.38
2014,2,9,-7.92,4.34,57.75
2014,2,10,-12.25,3.87,35.81
2014,2,11,-12.64,2.89,108.19
2014,2,12,-6.98,2.79,225.75
2014,2,13,-1.22,4.45,244.5
2014,2,14,-2.65,5.1,287.25
2014,2,15,-2.59,4.52,208.94
2014,2,16,-1.38,4.84,127.0
2014,2,17,4.08,7.39,248.69
2014,2,18,6.55,8.05,240.19
2014,2,19,3.95,3.88,188.0
2014,2,20,7.29,9.34,241.56
2014,2,21,3.11,6.86,258.38
2014,2,22,3.42,4.27,108.44
2014,2,23,-1.74,5.23,29.81
2014,2,24,-1.8,3.42,81.0
2014,2,25,-4.7,5.42,128.69
2014,2,26,-6.89,5.39,290.5
2014,2,27,-5.15,4.55,110.06
2014,2,28,-0.42,5.25,174.5
2014,3,1,-4.17,7.18,43.38
2014,3,2,-14.27,8.11,17.12
2014,3,3,-12.09,3.62,92.81
2014,3,4,-3.63,3.96,197.94
2014,3,5,0.92,2.95,106.06
2014,3,6,1.01,3.52,132.19
2014,3,7,4.88,5.12,156.62
2014,3,8,-0.06,4.68,101.88
2014,3,9,4.52,5.59,215.94
2014,3,10,9.44,5.64,230.81
2014,3,11,9.58,7.05,193.94
2014,3,12,4.05,6.18,312.81
2014,3,13,7.58,4.71,228.88
2014,3,14,9.4,5.68,271.69
2014,3,15,10.19,5.02,162.5
2014,3,16,-0.7,8.97,35.12
2014,3,17,0.86,4.43,165.75
2014,3,18,8.37,7.22,198.81
2014,3,19,5.26,6.68,297.88
2014,3,20,9.04,6.09,231.31
2014,3,21,9.13,5.62,256.06
2014,3,22,2.23,6.59,11.75
2014,3,23,-0.75,4.09,40.38
2014,3,24,-1.1,3.22,201.5
2014,3,25,-0.31,4.8,294.44
2014,3,26,4.41,8.23,174.75
2014,3,27,10.83,11.41,232.06
2014,3,28,3.58,2.58,166.19
2014,3,29,5.14,3.22,219.88
2014,3,30,11.23,7.69,180.81
2014,3,31,14.47,10.3,219.69
2014,4,1,4.31,4.16,193.06
2014,4,2,10.29,5.4,100.25
2014,4,3,16.83,7.2,223.38
2014,4,4,5.18,7.07,288.56
2014,4,5,6.85,2.77,133.56
2014,4,6,10.58,2.75,145.5
2014,4,7,11.49,3.26,263.31
2014,4,8,8.6,5.82,336.19
2014,4,9,12.45,5.97,226.38
2014,4,10,13.43,5.94,128.88
2014,4,11,14.05,3.48,112.19
2014,4,12,19.87,8.36,190.12
2014,4,13,15.35,7.95,211.56
2014,4,14,2.68,7.62,302.06
2014,4,15,5.5,2.8,226.0
2014,4,16,10.55,8.91,194.31
2014,4,17,5.61,2.29,280.56
2014,4,18,11.1,2.3,106.25
2014,4,19,16.3,5.86,174.88
2014,4,20,17.92,4.77,200.88
2014,4,21,17.23,4.03,252.0
2014,4,22,13.31,3.87,48.31
2014,4,23,16.15,7.2,138.5
2014,4,24,15.24,7.03,249.06
2014,4,25,15.52,4.62,226.31
2014,4,26,18.3,7.18,169.12
2014,4,27,20.51,7.89,160.19
2014,4,28,14.62,7.47,220.31
2014,4,29,8.45,5.98,278.38
2014,4,30,7.65,6.18,297.31
2014,5,1,8.38,5.52,292.06
2014,5,2,11.93,4.42,264.69
2014,5,3,16.35,2.29,172.44
2014,5,4,19.17,3.27,158.06
2014,5,5,20.69,3.37,164.06
2014,5,6,21.86,6.02,154.19
2014,5,7,24.39,7.78,192.5
2014,5,8,21.32,7.2,195.56
2014,5,9,16.56,3.45,273.81
2014,5,10,20.89,5.24,170.56
2014,5,11,24.21,7.99,170.69
2014,5,12,20.18,7.68,242.12
2014,5,13,12.01,5.21,277.88
2014,5,14,11.0,3.05,84.88
2014,5,15,10.3,5.41,257.38
2014,5,16,8.24,2.84,313.5
2014,5,17,11.41,1.68,218.0
2014,5,18,15.07,4.42,148.12
2014,5,19,21.15,8.84,174.69
2014,5,20,23.96,6.64,192.56
2014,5,21,24.41,3.51,214.56
2014,5,22,21.44,3.57,87.25
2014,5,23,21.28,3.91,94.38
2014,5,24,19.98,4.18,117.62
2014,5,25,23.45,3.77,179.5
2014,5,26,21.85,3.23,202.62
2014,5,27,23.55,2.14,169.38
2014,5,28,24.77,2.23,141.88
2014,5,29,24.5,2.98,84.38
2014,5,30,24.5,3.29,121.88
2014,5,31,24.85,3.44,142.5
2014,6,1,24.8,5.43,185.12
2014,6,2,24.98,4.73,236.69
2014,6,3,25.88,3.77,201.25
2014,6,4,25.22,4.87,174.0
2014,6,5,21.21,4.01,91.12
2014,6,6,21.65,2.91,91.81
2014,6,7,21.55,4.81,251.0
2014,6,8,18.95,3.46,105.5
2014,6,9,18.72,6.11,78.12
2014,6,10,17.58,6.19,165.31
2014,6,11,20.54,2.24,229.0
2014,6,12,18.62,3.59,309.88
2014,6,13,17.65,3.23,116.62
2014,6,14,21.37,7.68,163.44
2014,6,15,23.77,5.4,212.38
2014,6,16,25.48,6.96,182.62
2014,6,17,26.04,8.45,191.88
2014,6,18,26.13,6.91,191.94
2014,6,19,24.76,5.5,198.75
2014,6,20,25.66,2.29,238.0
2014,6,21,25.69,2.71,209.38
2014,6,22,25.93,3.37,219.94
2014,6,23,22.96,2.94,220.81
2014,6,24,23.25,2.82,309.75
2014,6,25,23.86,2.38,180.0
2014,6,26,25.06,3.96,182.75
2014,6,27,24.74,5.73,169.69
2014,6,28,24.06,6.5,187.81
2014,6,29,26.26,5.05,204.25
2014,6,30,27.03,6.86,222.12
2014,7,1,22.6,4.05,257.69
2014,7,2,18.42,5.01,317.94
2014,7,3,19.99,2.48,194.94
2014,7,4,22.49,2.52,134.12
2014,7,5,23.6,5.61,186.44
2014,7,6,26.17,5.71,212.0
2014,7,7,27.48,2.8,212.0
2014,7,8,23.55,4.24,317.62
2014,7,9,22.48,2.61,233.38
2014,7,10,22.15,3.47,146.75
2014,7,11,25.12,5.21,191.25
2014,7,12,27.38,5.53,217.06
2014,7,13,24.95,2.87,217.75
2014,7,14,22.07,4.43,319.38
2014,7,15,18.48,3.52,286.88
2014,7,16,19.98,1.41,230.12
2014,7,17,20.12,1.7,111.81
2014,7,18,21.9,2.02,165.81
2014,7,19,22.23,2.92,192.25
2014,7,20,24.02,4.36,183.38
2014,7,21,27.29,5.34,192.5
2014,7,22,30.1,3.56,209.88
2014,7,23,27.24,4.74,33.94
2014,7,24,24.24,3.82,112.06
2014,7,25,28.28,6.75,195.06
2014,7,26,29.33,5.45,219.06
2014,7,27,27.29,5.24,289.81
2014,7,28,22.52,3.79,267.0
2014,7,29,23.03,2.2,205.44
2014,7,30,23.15,1.3,96.56
2014,7,31,23.55,1.37,104.69
2014,8,1,23.28,2.09,115.69
2014,8,2,25.27,1.9,97.38
2014,8,3,23.08,2.55,173.62
2014,8,4,26.95,4.02,241.56
2014,8,5,27.7,1.95,178.38
2014,8,6,27.44,3.32,181.81
2014,8,7,24.69,3.63,252.69
2014,8,8,23.31,2.34,31.88
2014,8,9,23.45,1.39,143.56
2014,8,10,23.6,2.58,80.31
2014,8,11,22.23,4.39,316.62
2014,8,12,20.05,3.83,267.56
2014,8,13,21.09,1.41,57.0
2014,8,14,22.35,2.22,115.81
2014,8,15,24.63,3.83,164.31
2014,8,16,25.19,4.64,203.25
2014,8,17,24.16,3.03,123.56
2014,8,18,25.67,1.52,196.62
2014,8,19,27.55,2.51,237.69
2014,8,20,28.75,5.23,206.81
2014,8,21,29.57,6.16,201.44
2014,8,22,29.95,2.92,196.75
2014,8,23,30.45,4.73,199.81
2014,8,24,29.94,4.79,194.88
2014,8,25,29.86,2.88,190.19
2014,8,26,28.91,1.62,148.81
2014,8,27,27.48,2.16,93.94
2014,8,28,28.2,3.45,172.81
2014,8,29,24.75,4.47,200.12
2014,8,30,25.58,2.59,233.75
2014,8,31,27.3,5.78,182.19
2014,9,1,24.11,5.12,232.25
2014,9,2,23.14,1.78,212.12
2014,9,3,25.17,5.92,179.44
2014,9,4,27.4,7.23,196.25
2014,9,5,22.64,4.76,219.25
2014,9,6,18.57,3.52,71.0
2014,9,7,18.24,2.75,104.62
2014,9,8,21.68,4.48,184.44
2014,9,9,26.32,7.53,191.38
2014,9,10,23.03,6.82,286.88
2014,9,11,15.31,5.12,29.75
2014,9,12,12.07,4.84,30.88
2014,9,13,11.23,2.73,80.88
2014,9,14,16.35,2.48,159.56
2014,9,15,19.19,5.21,177.75
2014,9,16,16.12,2.24,89.12
2014,9,17,19.4,2.45,115.81
2014,9,18,18.39,3.41,85.69
2014,9,19,20.77,4.04,163.25
2014,9,20,24.24,4.77,246.31
2014,9,21,18.97,4.59,259.69
2014,9,22,16.64,2.23,86.19
2014,9,23,17.16,4.11,154.94
2014,9,24,18.4,4.05,172.81
2014,9,25,20.75,3.86,199.44
2014,9,26,21.87,2.82,179.94
2014,9,27,21.69,2.66,164.25
2014,9,28,23.03,1.04,96.62
2014,9,29,23.26,1.09,177.62
2014,9,30,22.52,4.15,169.12
2014,10,1,22.09,4.2,177.69
2014,10,2,20.16,5.44,242.0
2014,10,3,10.57,7.59,310.12
2014,10,4,7.51,4.77,284.38
2014,10,5,13.25,4.33,277.06
2014,10,6,15.39,4.42,259.81
2014,10,7,17.29,3.66,305.81
2014,10,8,16.58,3.12,134.06
2014,10,9,15.72,4.77,84.56
2014,10,10,10.76,5.93,36.69
2014,10,11,10.3,3.5,67.69
2014,10,12,12.2,3.18,154.69
2014,10,13,12.51,7.23,233.62
2014,10,14,12.77,9.6,329.88
2014,10,15,11.7,4.12,303.69
2014,10,16,14.23,4.16,230.75
2014,10,17,12.58,5.0,321.5
2014,10,18,9.9,3.05,172.06
2014,10,19,11.97,4.09,190.81
2014,10,20,15.03,2.98,125.75
2014,10,21,14.25,2.38,173.0
2014,10,22,14.23,4.91,145.25
2014,10,23,14.77,3.98,205.88
2014,10,24,16.79,4.35,215.25
2014,10,25,17.73,2.56,128.06
2014,10,26,19.19,6.41,158.62
2014,10,27,18.11,6.66,238.5
2014,10,28,11.33,3.8,310.5
2014,10,29,8.51,2.76,276.25
2014,10,30,11.08,5.92,275.25
2014,10,31,3.3,6.11,88.94
2014,11,1,2.66,3.77,124.25
2014,11,2,9.76,8.2,180.5
2014,11,3,13.34,8.88,203.38
2014,11,4,7.87,3.79,282.31
2014,11,5,9.33,4.81,246.31
2014,11,6,6.42,5.49,320.56
2014,11,7,7.69,5.77,203.38
2014,11,8,6.83,5.62,323.44
2014,11,9,8.15,5.38,203.38
2014,11,10,10.62,7.93,230.38
2014,11,11,-1.94,7.62,334.31
2014,11,12,-4.77,5.8,326.12
2014,11,13,-4.11,4.85,326.56
2014,11,14,-3.56,1.61,236.56
2014,11,15,-2.12,3.11,151.0
2014,11,16,-5.08,4.45,293.38
2014,11,17,-7.88,6.36,304.88
2014,11,18,-5.56,4.94,239.25
2014,11,19,-0.99,5.04,301.5
2014,11,20,-2.38,1.98,210.94
2014,11,21,0.64,4.93,130.25
2014,11,22,8.94,6.31,196.69
2014,11,23,8.83,5.82,237.94
2014,11,24,0.94,7.22,299.81
2014,11,25,-1.19,3.97,249.12
2014,11,26,1.08,7.58,276.81
2014,11,27,-2.05,3.05,245.69
2014,11,28,4.69,6.29,194.5
2014,11,29,10.74,6.26,207.75
2014,11,30,1.05,6.51,268.75
2014,12,1,-5.1,5.9,40.81
2014,12,2,-2.13,4.21,184.38
2014,12,3,0.07,3.58,126.44
2014,12,4,1.11,2.81,120.81
2014,12,5,3.43,3.03,54.0
2014,12,6,1.56,3.28,74.5
2014,12,7,2.06,3.38,160.19
2014,12,8,4.84,4.66,279.0
2014,12,9,-1.38,3.16,127.94
2014,12,10,-0.35,2.48,109.31
2014,12,11,1.55,2.21,104.62
2014,12,12,6.05,2.51,167.81
2014,12,13,9.41,4.43,185.44
2014,12,14,12.62,6.64,169.25
2014,12,15,7.62,8.43,221.81
2014,12,16,-2.03,6.57,320.69
2014,12,17,-2.38,1.75,127.94
2014,12,18,-1.17,2.61,78.69
2014,12,19,-0.87,1.42,171.25
2014,12,20,0.33,3.73,205.31
2014,12,21,3.97,5.66,184.12
2014,12,22,4.96,4.5,200.44
2014,12,23,1.31,4.22,288.0
2014,12,24,0.53,5.51,292.62
2014,12,25,3.7,8.31,186.94
2014,12,26,6.44,4.57,220.06
2014,12,27,-1.45,4.38,302.69
2014,12,28,-2.01,2.43,225.94
2014,12,29,-0.45,3.66,73.94
2014,12,30,-7.1,6.11,85.81
2014,12,31,-9.63,3.98,273.44
2015,1,1,-4.01,4.76,235.19
2015,1,2,-0.88,2.17,198.25
2015,1,3,0.98,2.1,173.5
2015,1,4,-9.3,7.74,322.75
2015,1,5,-7.99,3.98,222.31
2015,1,6,-6.21,4.98,326.0
2015,1,7,-12.74,7.24,336.19
2015,1,8,-9.32,7.95,240.75
2015,1,9,-10.27,5.52,302.81
2015,1,10,-6.56,6.11,205.5
2015,1,11,-1.15,3.73,159.0
2015,1,12,-5.24,6.39,17.0
2015,1,13,-9.55,3.25,72.88
2015,1,14,-3.92,2.77,235.38
2015,1,15,-1.24,3.88,273.19
2015,1,16,2.83,5.2,219.56
2015,1,17,3.33,7.24,261.12
2015,1,18,3.94,3.7,204.19
2015,1,19,5.88,2.89,257.81
2015,1,20,1.98,3.71,293.38
2015,1,21,1.54,4.59,282.81
2015,1,22,-0.52,2.35,95.38
2015,1,23,0.08,3.2,228.12
2015,1,24,4.06,5.3,271.44
2015,1,25,2.14,7.59,268.12
2015,1,26,3.09,4.98,263.19
2015,1,27,3.52,3.28,145.75
2015,1,28,8.71,7.13,192.56
2015,1,29,2.48,7.66,333.0
2015,1,30,-1.83,2.31,130.5
2015,1,31,0.4,3.96,169.69
2015,2,1,-2.9,7.59,272.75
2015,2,2,-11.31,4.32,261.12
2015,2,3,-2.2,5.36,218.12
2015,2,4,-5.49,6.2,75.31
2015,2,5,-9.31,3.55,132.5
2015,2,6,0.73,6.92,208.0
2015,2,7,4.14,6.53,217.5
2015,2,8,6.94,5.59,235.19
2015,2,9,0.83,3.82,120.25
2015,2,10,1.97,3.31,137.81
2015,2,11,-0.27,5.88,330.88
2015,2,12,-6.13,4.88,128.19
2015,2,13,-0.98,3.52,232.31
2015,2,14,-2.03,7.39,113.38
2015,2,15,-8.9,6.43,78.62
2015,2,16,-7.83,3.29,164.19
2015,2,17,-4.64,4.22,306.0
2015,2,18,-10.4,6.09,316.06
2015,2,19,-10.01,2.45,176.75
2015,2,20,-3.8,3.75,154.12
2015,2,21,0.51,3.97,217.38
2015,2,22,-6.92,6.77,24.56
2015,2,23,-10.53,2.87,105.38
2015,2,24,-2.82,4.98,263.5
2015,2,25,1.43,5.39,251.5
2015,2,26,-8.81,7.88,320.19
2015,2,27,-11.69,1.66,102.62
2015,2,28,-7.88,2.93,135.19
2015,3,1,-3.09,1.8,300.94
2015,3,2,-0.71,3.62,166.88
2015,3,3,2.06,6.78,253.25
2015,3,4,-3.92,6.0,153.12
2015,3,5,-5.93,3.48,169.69
2015,3,6,1.33,6.38,219.38
2015,3,7,6.5,5.32,199.69
2015,3,8,7.85,3.46,214.0
2015,3,9,6.34,2.62,145.5
2015,3,10,9.83,2.33,247.38
2015,3,11,10.65,2.88,169.56
2015,3,12,10.29,3.78,144.56
2015,3,13,12.09,3.26,58.44
2015,3,14,10.51,4.73,80.69
2015,3,15,10.58,4.96,216.5
2015,3,16,15.48,6.65,225.69
2015,3,17,8.05,7.46,52.69
2015,3,18,3.22,5.32,92.19
2015,3,19,3.18,2.24,193.5
2015,3,20,8.13,2.96,259.94
2015,3,21,11.34,3.98,151.75
2015,3,22,13.33,2.7,163.12
2015,3,23,8.33,5.56,170.94
2015,3,24,8.39,6.51,171.12
2015,3,25,5.74,4.34,112.25
2015,3,26,5.43,4.51,272.0
2015,3,27,2.88,3.39,248.06
2015,3,28,5.44,4.89,129.12
2015,3,29,8.32,5.87,258.75
2015,3,30,12.05,4.18,238.56
2015,3,31,14.5,3.62,125.44
2015,4,1,15.78,6.55,157.75
2015,4,2,16.98,5.52,91.5
2015,4,3,8.09,6.87,258.88
2015,4,4,7.74,3.9,217.75
2015,4,5,9.92,6.43,187.44
2015,4,6,14.55,4.26,174.62
2015,4,7,20.15,4.98,201.94
2015,4,8,18.05,4.76,165.69
2015,4,9,16.03,9.55,240.19
2015,4,10,11.83,4.12,248.5
2015,4,11,14.37,4.55,161.94
2015,4,12,15.98,5.6,183.62
2015,4,13,13.69,5.43,69.0
2015,4,14,13.19,4.39,75.06
2015,4,15,13.69,4.1,115.56
2015,4,16,17.37,1.98,164.75
2015,4,17,19.25,3.18,114.5
2015,4,18,16.65,2.98,157.31
2015,4,19,13.87,5.29,256.19
2015,4,20,9.8,7.2,295.0
2015,4,21,12.14,5.05,258.81
2015,4,22,8.34,3.31,198.75
2015,4,23,12.4,3.11,129.44
2015,4,24,15.15,6.23,169.25
2015,4,25,15.02,5.41,171.06
2015,4,26,11.03,5.52,66.94
2015,4,27,11.6,4.26,65.75
2015,4,28,14.05,2.85,86.0
2015,4,29,15.08,3.31,296.94
2015,4,30,15.07,3.27,44.94
2015,5,1,15.83,2.48,145.06
2015,5,2,18.03,4.45,182.5
2015,5,3,20.35,6.94,196.5
2015,5,4,20.59,3.67,198.62
2015,5,5,21.21,4.39,174.06
2015,5,6,20.55,7.81,162.69
2015,5,7,20.69,5.87,196.94
2015,5,8,19.45,2.96,181.38
2015,5,9,18.88,4.94,96.94
2015,5,10,19.52,4.45,190.0
2015,5,11,12.24,6.73,280.25
2015,5,12,13.51,3.38,221.12
2015,5,13,15.3,4.98,133.44
2015,5,14,18.73,6.6,192.38
2015,5,15,20.56,3.55,182.12
2015,5,16,22.33,5.99,173.62
2015,5,17,21.96,7.43,204.62
2015,5,18,16.21,5.06,260.88
2015,5,19,11.28,4.53,45.0
2015,5,20,11.01,5.27,39.56
2015,5,21,12.8,2.38,256.12
2015,5,22,14.05,2.73,191.62
2015,5,23,16.84,4.49,149.94
2015,5,24,18.71,4.62,219.56
2015,5,25,19.44,5.0,189.69
2015,5,26,20.54,5.41,235.25
2015,5,27,20.56,2.47,177.69
2015,5,28,20.05,3.98,151.75
2015,5,29,20.18,2.53,206.94
2015,5,30,16.58,5.18,295.88
2015,5,31,15.38,3.59,56.44
2015,6,1,15.55,2.91,95.44
2015,6,2,18.33,3.62,132.06
2015,6,3,21.42,3.42,183.56
2015,6,4,22.57,2.73,177.81
2015,6,5,23.32,2.67,200.19
2015,6,6,23.32,3.45,139.62
2015,6,7,25.66,5.66,221.38
2015,6,8,23.58,3.12,229.56
2015,6,9,24.75,2.97,231.56
2015,6,10,26.76,4.29,213.06
2015,6,11,25.96,5.89,195.56
2015,6,12,22.51,2.72,257.69
2015,6,13,22.8,2.3,195.19
2015,6,14,24.08,3.66,192.56
2015,6,15,23.78,4.05,193.69
2015,6,16,22.0,3.87,105.88
2015,6,17,24.16,2.8,219.94
2015,6,18,24.12,3.26,103.5
2015,6,19,22.91,3.82,53.56
2015,6,20,25.58,5.56,190.44
2015,6,21,26.46,5.05,209.19
2015,6,22,27.08,7.34,217.56
2015,6,23,23.16,3.71,54.69
2015,6,24,26.53,4.94,194.0
2015,6,25,26.98,4.42,203.88
2015,6,26,23.49,4.46,148.25
2015,6,27,21.93,2.88,224.56
2015,6,28,23.26,4.97,264.81
2015,6,29,23.65,3.27,318.38
2015,6,30,24.05,2.89,225.88
2015,7,1,25.62,2.91,146.94
2015,7,2,22.27,4.26,69.06
2015,7,3,20.28,3.05,67.31
2015,7,4,21.93,2.09,135.06
2015,7,5,25.05,4.29,168.31
2015,7,6,25.55,4.91,217.0
2015,7,7,19.76,5.67,102.31
2015,7,8,18.51,4.18,143.81
2015,7,9,19.57,1.91,116.31
2015,7,10,21.54,2.87,124.0
2015,7,11,26.55,5.73,200.19
2015,7,12,27.72,4.84,206.25
2015,7,13,28.38,3.84,229.56
2015,7,14,29.31,1.51,178.12
2015,7,15,26.26,3.58,117.81
2015,7,16,27.62,5.02,201.81
2015,7,17,27.87,4.76,212.62
2015,7,18,27.73,4.71,198.44
2015,7,19,27.03,2.92,189.31
2015,7,20,26.49,2.71,256.88
2015,7,21,22.82,2.84,41.0
2015,7,22,22.86,2.72,90.06
2015,7,23,25.04,2.28,89.88
2015,7,24,27.54,2.72,173.75
2015,7,25,27.76,2.66,188.62
2015,7,26,27.8,2.27,210.94
2015,7,27,27.96,2.7,206.44
2015,7,28,28.27,4.53,196.5
2015,7,29,24.05,3.63,114.88
2015,7,30,24.94,1.15,139.12
2015,7,31,25.34,1.47,247.0
2015,8,1,25.89,2.37,245.62
2015,8,2,25.75,4.05,230.12
2015,8,3,26.29,2.73,231.94
2015,8,4,25.05,1.51,194.44
2015,8,5,22.9,3.17,74.69
2015,8,6,23.73,2.65,97.5
2015,8,7,26.49,2.19,183.62
2015,8,8,26.51,4.34,148.75
2015,8,9,26.8,3.3,189.25
2015,8,10,26.26,3.05,204.06
2015,8,11,22.8,3.24,127.62
2015,8,12,24.07,1.2,125.25
2015,8,13,23.87,2.09,177.75
2015,8,14,24.73,2.03,175.56
2015,8,15,24.9,2.1,169.56
2015,8,16,24.65,3.74,177.81
2015,8,17,24.8,2.89,181.0
2015,8,18,22.65,5.05,221.81
2015,8,19,16.66,4.66,295.12
2015,8,20,19.71,3.63,237.5
2015,8,21,20.79,4.52,177.88
2015,8,22,23.24,4.41,173.62
2015,8,23,19.43,4.93,328.88
2015,8,24,19.01,2.66,304.25
2015,8,25,20.48,2.03,183.25
2015,8,26,20.16,2.63,101.44
2015,8,27,20.76,4.28,147.19
2015,8,28,21.51,5.75,178.62
2015,8,29,23.05,2.04,114.56
2015,8,30,23.65,2.69,89.19
2015,8,31,25.73,3.65,186.88
2015,9,1,25.82,4.56,196.31
2015,9,2,24.72,4.48,194.06
2015,9,3,26.12,4.38,187.88
2015,9,4,26.76,4.01,180.94
2015,9,5,27.24,4.54,179.25
2015,9,6,27.84,5.21,181.75
2015,9,7,25.11,4.14,162.06
2015,9,8,23.61,3.08,161.62
2015,9,9,23.05,2.27,64.38
2015,9,10,24.22,1.86,198.56
2015,9,11,17.56,5.45,151.38
2015,9,12,14.83,2.72,145.0
2015,9,13,16.72,4.96,170.94
2015,9,14,20.87,7.07,180.62
2015,9,15,20.85,6.84,172.88
2015,9,16,23.83,6.48,178.81
2015,9,17,25.87,7.99,189.94
2015,9,18,22.87,6.23,243.5
2015,9,19,16.17,3.68,133.0
2015,9,20,17.56,3.23,143.06
2015,9,21,18.91,3.46,175.06
2015,9,22,22.75,3.66,170.75
2015,9,23,22.63,2.84,154.44
2015,9,24,21.91,2.61,175.19
2015,9,25,21.1,3.44,91.62
2015,9,26,20.4,3.41,77.75
2015,9,27,20.21,2.65,153.81
2015,9,28,21.33,2.16,190.5
2015,9,29,19.36,4.2,104.56
2015,9,30,15.58,4.41,46.44
2015,10,1,13.47,4.37,54.56
2015,10,2,12.11,4.85,52.81
2015,10,3,11.7,4.65,58.38
2015,10,4,11.74,3.73,44.31
2015,10,5,14.48,1.62,82.88
2015,10,6,16.63,1.38,194.75
2015,10,7,18.56,1.41,203.38
2015,10,8,20.94,4.48,271.62
2015,10,9,14.53,3.78,145.25
2015,10,10,14.1,3.06,185.5
2015,10,11,19.75,5.87,203.0
2015,10,12,19.09,5.84,310.06
2015,10,13,15.76,3.95,287.44
2015,10,14,15.76,4.0,163.56
2015,10,15,15.39,4.02,101.56
2015,10,16,10.24,3.48,261.19
2015,10,17,9.06,3.61,97.88
2015,10,18,13.38,5.77,165.81
2015,10,19,16.37,7.93,195.38
2015,10,20,19.58,7.44,192.31
2015,10,21,20.4,4.34,224.25
2015,10,22,19.52,3.11,106.25
2015,10,23,19.44,5.98,194.75
2015,10,24,12.87,4.64,258.5
2015,10,25,10.57,3.48,74.56
2015,10,26,11.24,4.16,89.69
2015,10,27,12.05,2.99,117.25
2015,10,28,11.04,5.95,303.12
2015,10,29,6.98,3.55,262.31
2015,10,30,6.76,4.23,135.94
2015,10,31,10.91,3.77,247.06
2015,11,1,12.79,3.96,220.31
2015,11,2,13.54,3.93,196.56
2015,11,3,14.5,5.18,181.5
2015,11,4,15.56,5.62,183.69
2015,11,5,16.86,6.66,219.81
2015,11,6,10.18,2.62,234.19
2015,11,7,8.3,2.74,169.75
2015,11,8,6.82,3.15,158.25
2015,11,9,7.22,2.56,160.5
2015,11,10,11.67,5.34,173.25
2015,11,11,14.6,10.66,211.31
2015,11,12,8.01,7.51,299.31
2015,11,13,7.34,3.59,249.5
2015,11,14,10.2,6.16,206.88
2015,11,15,11.1,6.91,187.31
2015,11,16,12.68,7.81,170.31
2015,11,17,13.45,6.12,169.31
2015,11,18,8.2,7.18,224.69
2015,11,19,4.57,4.4,275.06
2015,11,20,5.48,4.68,171.38
2015,11,21,0.58,6.64,302.19
2015,11,22,1.45,5.12,222.12
2015,11,23,5.45,3.22,232.31
2015,11,24,8.13,6.1,178.38
2015,11,25,12.68,7.78,179.44
2015,11,26,11.69,7.4,236.12
2015,11,27,-0.42,7.34,85.31
2015,11,28,-0.41,4.77,34.94
2015,11,29,0.45,3.74,56.62
